country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability,defense_mechanism,resolution_time_hr,url,url_type,site_label
Brazil,2021,Phishing,Telecommunications,83.79,90156,Hacker Group,Unpatched Software,Antivirus,65,www.arabuusimiehet.com/twilen/uae/,phishing,good
France,2015,Malware,Government,71.91,789673,Unknown,Weak Passwords,Antivirus,31,wordsvalley.org/node/35185,benign,good
Brazil,2020,Ransomware,Banking,99.9,429566,Nation-state,Zero-day,AI-based Detection,54,eu-bliizzard.tk/login.asp?amp;app=bam&ref=us.battle.net/account/management/index.xml,benign,good
Germany,2022,Malware,Retail,60.85,125300,Insider,Weak Passwords,AI-based Detection,11,jackieszarka.com,phishing,good
India,2018,Ransomware,Retail,62.59,498457,Insider,Weak Passwords,VPN,12,eurosmoothjazz.com/,benign,good
Brazil,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28,youtube.com/watch?v=bEH6_W5jplY,benign,bad
USA,2015,Ransomware,Healthcare,43.81,905935,Unknown,Unpatched Software,VPN,60,http://tobogo.net/cdsb/board.php?board=storygame&bm=view&no=116&category=&auth=&page=1&search=&keyword=&recom=,benign,bad
Japan,2023,SQL Injection,Government,69.61,391049,Unknown,Weak Passwords,Antivirus,35,dkwm.suwan.co.id,phishing,good
India,2019,Ransomware,Government,10.37,912202,Nation-state,Weak Passwords,VPN,15,https://pastebin.com/raw/XxNTGzKz,malware,good
China,2018,Man-in-the-Middle,Healthcare,11.74,430760,Nation-state,Unpatched Software,Firewall,63,lovebeautifullife.000webhostapp.com,phishing,good
Russia,2020,Man-in-the-Middle,Government,97.39,517452,Unknown,Zero-day,Firewall,9,manta.com/c/mm73tlq/david-ellen-ihssen,benign,good
USA,2023,Malware,Healthcare,54.29,443715,Unknown,Social Engineering,Antivirus,54,http://jamminkidsweston.com/our-blog/guitar-classes-for-beginners-what-every-parent-needs-to-know.html,defacement,bad
Australia,2024,Ransomware,Government,3.37,414907,Hacker Group,Zero-day,Firewall,42,www.isme.in/plugins/authentication/_/bb.com.br_/,benign,good
USA,2020,Malware,Retail,59.15,179586,Hacker Group,Social Engineering,VPN,27,veromi.com/Matthew-Broussard.aspx,benign,good
USA,2024,Man-in-the-Middle,Government,96.13,482492,Unknown,Social Engineering,Encryption,17,http://www.transportheker.com/index.php?option=com_user&view=reset&font_size=smallfonts,defacement,good
India,2024,SQL Injection,Telecommunications,71.2,190099,Unknown,Zero-day,AI-based Detection,15,lagunitas.com/,benign,bad
Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43,en.wikipedia.org/wiki/2009_Kansas_City_Royals_season,benign,bad
Germany,2023,SQL Injection,Telecommunications,94.14,536737,Unknown,Unpatched Software,Encryption,44,http://iremshrine.org/component/jevents/day.listevents/2013/02/24/97,defacement,bad
China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26,alexandra-mathews.com/,benign,good
Australia,2024,DDoS,Government,95.28,583925,Insider,Zero-day,Encryption,70,http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=16&Itemid=31,defacement,good
India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49,abcartbookscanada.com/iskowitz.html,benign,good
UK,2015,Man-in-the-Middle,IT,53.07,538338,Nation-state,Zero-day,VPN,1,http://www.one10demo.co.za/wp-admin/js/js2/www.apple.com/clients/,phishing,bad
Russia,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8,kcrw.com/people/avishai_bernard,benign,good
Brazil,2021,SQL Injection,IT,92.4,654303,Hacker Group,Unpatched Software,AI-based Detection,15,www.catedraldeblumenau.org.br/~mpolvora/accounts.department.online.team/webscr.php,benign,bad
Brazil,2023,Malware,Healthcare,61.56,907121,Unknown,Social Engineering,VPN,33,marklindquist.net/miss.html,benign,good
France,2023,DDoS,Education,65.96,181879,Insider,Weak Passwords,Antivirus,64,gonyc.about.com/,benign,bad
India,2020,DDoS,Healthcare,16.65,324899,Insider,Unpatched Software,Firewall,57,www.ab-tools.com/English/,phishing,good
Germany,2020,Man-in-the-Middle,IT,84.55,392247,Unknown,Zero-day,Antivirus,7,yellowpages.com/dorchester-center-ma/mip/usps-united-states-post-office-codman-square-station-8278597,benign,good
Brazil,2024,SQL Injection,Healthcare,41.05,175957,Hacker Group,Zero-day,Antivirus,69,meetup.com/PierceCountyRonPaul/,benign,good
Japan,2023,Man-in-the-Middle,Government,81.57,738014,Unknown,Social Engineering,Antivirus,24,ihobf.org/,benign,good
USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47,scribd.com/doc/57914215/Black-s-Law-9th-Edition-21-Sec-T,benign,good
Brazil,2017,Man-in-the-Middle,Retail,17.99,506551,Unknown,Unpatched Software,Antivirus,53,harpers.org/subjects/RepublicanNationalConvention1976KansasCityMo,benign,good
Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67,nndb.com/people/980/000036872/,benign,good
UK,2019,Phishing,IT,3.33,232665,Unknown,Social Engineering,AI-based Detection,65,nhl.com/ice/player.htm?id=8450941,benign,good
UK,2021,Malware,Healthcare,58.9,984973,Unknown,Zero-day,Encryption,30,http://cheezburger.com/70984961/video-games-gta-v-los-santos-hit-by-tsunami?ref=rightarrow&siteId=16760,benign,bad
Japan,2023,SQL Injection,Telecommunications,31.46,192430,Nation-state,Unpatched Software,AI-based Detection,49,sidelineland.blogspot.com/2011/04/homoerotic-wrestler-of-month.html,benign,good
Germany,2021,SQL Injection,Retail,48.2,480984,Unknown,Zero-day,VPN,64,fredkohler.tripod.com/,benign,good
Japan,2017,SQL Injection,IT,33.15,44750,Unknown,Unpatched Software,Firewall,22,http://lifehacker.com/5803020/pack-multi+use-items-to-reduce-baggage-while-traveling,benign,good
Australia,2023,DDoS,IT,99.62,285609,Unknown,Weak Passwords,Firewall,46,1947entertainment.com/content/development,benign,good
China,2019,Ransomware,Retail,62.19,295961,Hacker Group,Unpatched Software,Firewall,71,polisci.wisc.edu/people/person.aspx?id=1044,benign,good
USA,2015,DDoS,IT,94.14,854005,Unknown,Zero-day,AI-based Detection,14,tools.ietf.org/html/rfc1680,phishing,bad
China,2020,Phishing,Retail,75.95,970373,Unknown,Social Engineering,AI-based Detection,58,content.postnewsgroup.com/?p=2471,benign,good
China,2021,Ransomware,Healthcare,56.11,255531,Unknown,Social Engineering,Firewall,17,metrolyrics.com/she-says-lyrics-unwritten-law.html,benign,good
Germany,2022,SQL Injection,Retail,11.51,857660,Hacker Group,Zero-day,VPN,37,http://blueanchor.nl/dintelmarkt/page/show_category/catid/7.html,defacement,good
India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43,familysearch.org/Eng/Search/ancestorsearchresults.asp?standardize=N&last_name=Starnes,benign,good
Japan,2020,Man-in-the-Middle,IT,13.61,506364,Nation-state,Social Engineering,Firewall,66,http://www.iamboo.it/index.php,defacement,good
China,2015,Phishing,Retail,14.72,914743,Insider,Social Engineering,AI-based Detection,69,www.orcca.on.ca/issac2001/,phishing,bad
Japan,2016,Malware,Education,8.08,557108,Nation-state,Zero-day,Firewall,17,home.comcast.net/~aidan03/germany/ebay/index.htm,benign,good
Brazil,2016,SQL Injection,Education,16.24,238092,Nation-state,Zero-day,AI-based Detection,32,wellerfuneralhome.com/2010/04/jack-dudley-barnston/,benign,good
UK,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42,soccer.on.ca/OSN.nsf/4fdd4639636c9ef28525681d006004cc/b810177f9621d2ed85257298006857d9?OpenDocument,benign,good
Germany,2024,Man-in-the-Middle,IT,84.19,89704,Hacker Group,Social Engineering,Antivirus,26,youtube.com/watch?v=AOzhelKQrCs,benign,good
USA,2015,Man-in-the-Middle,Retail,24.93,448426,Nation-state,Weak Passwords,VPN,36,adobe-online-secured-pdfreader-pdfformat-file.000webhostapp.com,phishing,bad
China,2018,DDoS,Telecommunications,83.5,434797,Insider,Social Engineering,Antivirus,21,www.pneac.org/printprocesses/letterpress/,phishing,bad
USA,2020,SQL Injection,Retail,16.98,315050,Unknown,Unpatched Software,Encryption,8,http://www.perthshire-caravans.co.uk/stock-list/motorhome.1,defacement,bad
Germany,2018,SQL Injection,Retail,75.63,814701,Hacker Group,Social Engineering,Antivirus,63,citizendia.org/Culture_of_Quebec,benign,good
UK,2022,Ransomware,IT,63.67,560021,Unknown,Zero-day,Encryption,43,http://www.metalsul.ind.br/site/index.php?option=com_contact&view=category&limit=50&catid=20,defacement,good
USA,2018,Malware,Healthcare,14.28,755771,Insider,Weak Passwords,Antivirus,44,mylife.com/dorindagarvin,benign,good
Russia,2023,Ransomware,Banking,42.14,222293,Hacker Group,Social Engineering,VPN,38,paidcontent.org/article/419-now-on-facebook-five-more-warner-bros.-films/,benign,good
Brazil,2021,SQL Injection,Telecommunications,11.61,848702,Unknown,Weak Passwords,Antivirus,48,mylife.com/magdimourani,benign,bad
Brazil,2023,Malware,Government,19.18,993826,Unknown,Zero-day,Firewall,7,steamgames.a.nf/,benign,bad
Russia,2024,Ransomware,Banking,80.11,923911,Insider,Unpatched Software,Firewall,60,http://23283333.com/tour/show.asp?id=40,defacement,good
India,2018,Phishing,Education,5.27,982450,Unknown,Weak Passwords,Firewall,32,lyricsmode.com/lyrics/0-9/3x_krazy/,benign,bad
USA,2022,Ransomware,Banking,34.58,322611,Unknown,Unpatched Software,VPN,16,johnowensmith.co.uk/headley/piperoll.htm,benign,bad
Russia,2023,Ransomware,Telecommunications,60.08,874485,Hacker Group,Weak Passwords,Antivirus,48,http://hubpages.com/hub/How-to-Use-a-Toulmin-Argument-Model-for-Reading-and-Writing,benign,good
UK,2017,Man-in-the-Middle,Education,13.06,799627,Hacker Group,Weak Passwords,Antivirus,36,youtube.com/watch?v=4JQLXlkh-XY,benign,bad
Japan,2024,Ransomware,Retail,47.44,696953,Nation-state,Zero-day,Firewall,54,portal-series.com/,benign,good
Brazil,2019,DDoS,Government,54.7,615305,Insider,Zero-day,Antivirus,6,http://jbadvocacia.net/index.php?option=com_content&view=article&id=1260&Itemid=68,defacement,good
USA,2018,Phishing,Telecommunications,42.46,93999,Nation-state,Social Engineering,Encryption,65,tweetmeme.com/story/351442438/jaron-rush-documentary-debuts-monday-night-on-metro-sports-kansas-city-news-plog,benign,good
France,2019,Malware,Education,31.35,312314,Unknown,Social Engineering,AI-based Detection,35,theclassicporn.com/actor/Candy%20Samples.html,benign,bad
Brazil,2023,Malware,Telecommunications,62.77,422623,Nation-state,Zero-day,AI-based Detection,55,veromi.com/FL/Louise-Hare.aspx,benign,good
China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62,gravyandbiscuits.com/buffy-actor-tom-lenk-comes-out-of-the-closet/,benign,good
USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28,www.fastservers.net/partnerships/hosting-affiliate/banners/paypal/errer.htm?cmd=_error_login-run&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436580c63a156ebffe89e7779ac84ebf634880c63a156ebffe89e7779ac84ebf6348,benign,bad
UK,2022,DDoS,IT,29.05,186700,Insider,Weak Passwords,Antivirus,37,depts.washington.edu/techtran/,phishing,good
UK,2023,Malware,Education,34.66,941720,Nation-state,Zero-day,Antivirus,71,http://62.171.183.29/bins/arc,malware,good
Japan,2023,SQL Injection,Banking,43.96,459922,Nation-state,Zero-day,Encryption,12,encyclopedia2.thefreedictionary.com/Evans%2c+Charles,benign,bad
India,2023,Phishing,Retail,5.11,620560,Hacker Group,Weak Passwords,Antivirus,59,entrepreneur.com/franchises/eastofchicagopizzacompany/282310-0.html,benign,good
Japan,2022,Malware,Retail,26.7,50007,Nation-state,Weak Passwords,Antivirus,19,www.stevefryatt.org.uk/software/,phishing,good
Germany,2015,Man-in-the-Middle,IT,54.54,775866,Insider,Weak Passwords,AI-based Detection,69,http://censor.net.ua/photo_news/335610/firtash_solgal_pod_prisyagoyi_v_avstriyiskom_sude_o_podderjke_klichko_nayiem_dokument,benign,good
France,2023,SQL Injection,Banking,48.1,360752,Unknown,Zero-day,Antivirus,21,dancingwiththekansascitystars.org/about,benign,good
Australia,2020,DDoS,Retail,36.29,755621,Unknown,Zero-day,Antivirus,50,route40.net/milebymile.asp,benign,bad
India,2018,Malware,Banking,20.76,68718,Insider,Social Engineering,Encryption,47,absoluteastronomy.com/topics/Kansas_Jayhawks_football,benign,good
France,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10,http://motthegioi.vn/dien-anh/my-nhan-hoa-ngu-vac-men-len-tham-do-lhp-cannes-68-188552.html,benign,bad
Russia,2020,DDoS,Healthcare,44.32,130510,Unknown,Social Engineering,AI-based Detection,66,joannefroggatt.nudenakedcelebrities.com/,benign,good
China,2019,Ransomware,Banking,32.69,713584,Insider,Weak Passwords,Firewall,26,http://clinicavisualiza.com/en/glaucoma/causes.html,defacement,good
France,2017,Phishing,Healthcare,4.87,388325,Nation-state,Social Engineering,AI-based Detection,39,nowplayingnashville.com/event/detail/441183303/32nd_Annual_Sunday_Mornin_Country_Celebration_with_Linda_Davis_and_George_Hamilton_IV,benign,good
Australia,2018,DDoS,Education,79.5,636407,Hacker Group,Zero-day,Encryption,11,footballzz.com/player/phenyo_mongala/current/photos/0/fotos/102936,benign,good
Brazil,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28,thebelgiantales.blogspot.com/,benign,good
Germany,2020,Man-in-the-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14,answers.com/topic/savard-1,benign,good
China,2024,SQL Injection,Banking,58.32,777684,Unknown,Zero-day,VPN,31,evri.com/person/jeremy-suarez-0x2250c,benign,bad
UK,2023,SQL Injection,Healthcare,22.8,3315,Nation-state,Unpatched Software,Antivirus,41,http://45.61.48.168/snype.arm4,malware,good
India,2017,Ransomware,Banking,9.81,489620,Unknown,Unpatched Software,VPN,43,en.jjok.asia/login/en/login.html,benign,bad
Brazil,2017,Malware,Telecommunications,6.09,436100,Unknown,Zero-day,Encryption,12,http://ummamiexpress.com/direktnet.raiffeisen.hu/verifycod.php,phishing,good
Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14,http://infopublishersassociation.com/wp-includes/images/smilies/bofa/x1x/v2/cee69007311e1da/login.php,phishing,good
USA,2024,Malware,Education,24.93,916209,Unknown,Zero-day,Encryption,50,http://jville.ind.br/component/content/article/7,defacement,good
China,2023,DDoS,Education,42.64,720850,Unknown,Social Engineering,VPN,17,loadandjoy.com/publ/2,benign,good
USA,2020,DDoS,Retail,11.79,692784,Hacker Group,Unpatched Software,Firewall,2,aboutaball.co.uk/world-club-directory/south-american-football/bolivia-football,benign,good
Australia,2016,Ransomware,Healthcare,82.99,799581,Nation-state,Zero-day,AI-based Detection,50,arcadja.com/auctions/en/oliveira_nathan/artist/21527/,benign,good
Germany,2023,Man-in-the-Middle,Telecommunications,87.83,547719,Unknown,Weak Passwords,AI-based Detection,22,charley-chase.com/,benign,bad
USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28,livedaynews.com,malware,good
Brazil,2019,DDoS,Government,54.7,615305,Insider,Zero-day,Antivirus,6,flickr.com/people/publicdetective/,benign,bad
France,2016,Phishing,IT,33.33,51723,Hacker Group,Weak Passwords,Encryption,23,en.wikipedia.org/wiki/Lee_Norwood,benign,good
Brazil,2018,Man-in-the-Middle,Banking,1.01,66191,Hacker Group,Weak Passwords,AI-based Detection,71,en.wikipedia.org/wiki/Cheek_to_Cheek,benign,good
Germany,2024,Phishing,Healthcare,66.73,540773,Unknown,Unpatched Software,VPN,15,www.trellian.com/iwolf/index.html,phishing,good
USA,2024,SQL Injection,Banking,7.2,312607,Hacker Group,Weak Passwords,Antivirus,24,nike-star-shoes.com/Paul_Pierce.html,benign,good
Russia,2015,DDoS,Healthcare,20.92,807631,Nation-state,Weak Passwords,Firewall,56,mirmetalla.by,phishing,good
Brazil,2020,Malware,Telecommunications,23.21,850214,Unknown,Social Engineering,Antivirus,45,http://21twentyone.net/index.html?option=com_content&view=article&id=40&Itemid=131&fontstyle=f-larger,defacement,bad
India,2022,Malware,Education,7.17,268414,Insider,Unpatched Software,Encryption,9,http://www.uklady.walery.com.pl/index.php/component/banners/click/4,defacement,good
China,2017,DDoS,Retail,19.36,4814,Unknown,Social Engineering,AI-based Detection,42,www.rw-designer.com/3D_icon_editor.php,phishing,bad
USA,2016,SQL Injection,Government,77.45,632319,Unknown,Weak Passwords,AI-based Detection,47,domino.research.ibm.com/comm/pr.nsf/pages/news.20020206_metapad.html,phishing,good
Australia,2023,Malware,Education,67.23,362308,Unknown,Social Engineering,AI-based Detection,5,http://seesaawiki.jp/w/staff_wiki/d/%a5%e1%a5%f3%a5%d0%a1%bc%ca%e7%bd%b8%a5%b9%a5%c6%a5%c3%a5%ab%a1%bc,benign,good
India,2018,Ransomware,Government,43.11,11241,Hacker Group,Weak Passwords,VPN,4,topdocumentaryfilms.com/the-ground-truth/,benign,bad
France,2020,DDoS,Telecommunications,66.27,995231,Nation-state,Weak Passwords,Firewall,53,coloradocollege.edu/Alumni/City_Champions/,benign,good
China,2023,Ransomware,Healthcare,62.21,534686,Insider,Unpatched Software,AI-based Detection,44,http://radiouyuyuy.com/eventos/11-noticia-4,defacement,bad
Japan,2016,Man-in-the-Middle,Healthcare,2.59,603982,Hacker Group,Social Engineering,Firewall,18,sheetmusic.musicnotes.com/?do=feature&featuretype=style&featurename=Pop,benign,good
Australia,2022,DDoS,Telecommunications,46.2,299968,Insider,Zero-day,Antivirus,46,mylife.com/guentherriedel,benign,bad
Australia,2021,Ransomware,Retail,41.26,659734,Insider,Unpatched Software,Antivirus,54,www.census.gov/hhes/www/housing.html,phishing,good
Germany,2023,Phishing,Banking,39.53,339645,Unknown,Weak Passwords,AI-based Detection,2,myspace.com/culturaldissection,benign,good
UK,2015,Ransomware,Education,44.39,483598,Insider,Zero-day,Antivirus,29,investmentrarities.com/,benign,bad
France,2020,Ransomware,Retail,97.37,467137,Nation-state,Social Engineering,Encryption,14,youjizz.com/videos/monique-gabrielle-hardcore--175497.html,benign,good
USA,2016,DDoS,Education,66.73,876135,Insider,Unpatched Software,AI-based Detection,67,sportsillustrated.cnn.com/vault/article/magazine/MAG1079199/index.htm,benign,good
UK,2020,Phishing,Banking,84.77,812206,Hacker Group,Unpatched Software,Encryption,39,apathynews.com/timeline/utcent.php?startyr=1899&endyr=1949,benign,good
Russia,2020,Man-in-the-Middle,Telecommunications,64.39,803579,Unknown,Weak Passwords,VPN,1,facebook.com/bbarlow74,benign,good
Japan,2017,SQL Injection,Government,35.88,221051,Insider,Zero-day,Encryption,18,facebook.com/people/Laurence-Owen/1049661461,benign,bad
Russia,2024,SQL Injection,Telecommunications,17.21,677688,Nation-state,Zero-day,Encryption,31,dramafans.org/watch/6251/1/Busu_no_Hitomi_ni_Koishiteru_Episode_1_English_Sub_Part_1,benign,good
